cgpa,branch_code,internship_count,project_count,certification_count,skill_count,placement_probability,placed,salary
5.328049319,3,0,6,2,7,46.4143879,0,3.69
8.658017953,5,3,5,7,12,71.58620775,0,9.98
8.999042121,3,0,5,7,7,63.15780499,1,6
8.08968548,3,0,3,3,2,47.29131014,0,5.3
8.603163444,5,5,7,8,8,79.47698378,1,10.24
8.163028902,5,0,6,4,12,66.95591456,1,7.76
6.434147093,4,3,3,7,5,51.95743747,1,6.96
5.86435241,4,2,1,7,1,44.26446862,0,6.02
6.938744673,1,2,2,3,2,40.88422589,0,4.37
9.649372544,2,0,7,3,5,60.8063437,1,6.06
7.462934837,3,2,5,4,11,61.30528791,1,6.29
9.904088721,5,3,3,5,9,73.73086193,1,10.68
10,2,5,4,8,7,71.13023738,1,8
8.370181679,5,2,2,6,9,68.88086546,1,8.55
6.637911281,1,2,3,4,6,47.14502491,0,4.4
8.573909252,4,7,3,10,8,77.42713984,1,9.9
7.187401726,5,2,3,1,6,54.33076965,1,7.9
9.572200611,3,5,4,4,9,70.85492128,1,8.71
8.563737836,3,5,1,6,7,60.48552281,1,7.95
5,5,1,4,4,4,47.07427619,0,5.27
6.78180766,5,1,1,6,8,56.78025837,1,6.57
5.410821771,4,2,0,4,1,38.50309142,1,5.18
5.834464727,3,1,1,8,4,42.84739853,0,4.33
6.585310245,2,3,4,3,4,46.89271672,0,5.16
6.208006879,3,1,1,6,2,45.09098662,0,4.89
5.365643,4,0,6,5,5,44.87219467,0,4.63
8.395424889,4,3,7,5,8,66.05061716,1,8.21
7.067767686,3,2,5,9,3,55.76834365,1,5.88
8.261089372,3,1,4,3,6,56.88478608,1,5.94
8.070342707,2,0,5,2,6,52.0277378,1,4.91
8.42771993,4,2,3,8,6,62.81460993,1,7.99
8.558658939,0,4,4,5,1,47.04984188,0,5.01
8.596301551,4,2,1,8,5,63.60632208,1,8.3
6.536185259,5,4,0,5,6,58.55958674,1,7.9
6.150848887,5,3,3,4,8,59.27443926,1,7.42
8.280228457,5,2,2,3,3,56.77956397,1,8.6
5,3,1,3,3,7,45.43049594,0,3.83
8.776049819,2,4,4,10,7,62.37469082,1,6.68
6.704743474,2,3,3,4,7,48.26150682,1,5.16
5.064391359,2,5,4,3,3,42.28622968,1,5.25
7.965891177,0,6,3,3,5,48.15242173,0,5.36
6.664296248,2,2,1,6,3,46.11494591,0,5.01
7.72749794,3,2,6,4,7,57.10300791,1,6.18
8.701255311,5,1,4,7,7,65.63862035,1,8.27
7.658564066,1,1,1,7,6,48.10635568,0,4.29
9.096740443,1,3,2,10,7,62.5012078,1,6.11
5,5,3,6,9,6,59.84058221,1,6.27
9.369562619,5,4,4,5,6,71.29648516,1,10.45
7.451313808,5,2,6,4,6,62.5166001,1,7.73
6.085604293,1,1,4,7,7,41.73697322,0,3.68
7.69362951,3,0,3,7,9,59.4179224,0,5.14
7.026242924,3,1,2,5,10,56.90619688,0,5.1
7.351525996,3,0,0,8,2,46.03421934,0,5.04
7.072234035,2,0,3,5,4,43.21927755,1,4.35
7.706545647,5,0,2,5,9,61.48344679,1,6.84
8.943152761,1,3,1,11,5,59.04914331,1,5.84
8.22394324,2,0,0,3,8,49.7018114,0,4.82
7.296439057,3,3,2,7,4,55.93726668,1,6.47
7.08790668,3,0,0,6,6,49.78802204,0,5.01
9.857634058,1,1,6,7,8,64.67956786,0,5.98
8.304263877,3,1,2,4,8,54.55872068,1,6.18
8.312359665,2,1,4,5,4,54.83037672,1,5.36
9.928327463,5,4,3,2,8,76.01555895,1,11.71
7.508159813,3,1,1,10,5,53.5898178,1,5.61
8.242186057,5,3,3,4,6,66.64596949,1,9.23
7.251026973,4,2,5,6,8,63.36867371,1,7.48
9.193261081,3,1,3,4,8,60.71947291,0,6.59
7.013507991,0,2,1,4,3,36.58120586,0,3.87
9.279257753,3,3,6,4,5,66.97894944,1,7.39
6.922711731,3,2,3,3,3,45.5438696,0,5.63
8.384847762,4,3,5,3,5,63.35011473,1,8.22
8.869359278,1,3,7,6,5,61.24534409,1,5.72
6.691652231,4,2,5,4,5,54.71998376,1,6.68
7.219959253,5,1,2,6,5,57.12172968,1,6.97
8.473675865,2,2,6,2,4,54.72559314,1,5.92
6.122084053,0,2,3,5,2,36.35839348,0,3.49
8.4690372,5,2,0,3,10,64.1416726,1,8.87
6.332109224,2,2,4,8,5,48.32528696,1,4.61
6.671536049,3,1,4,2,6,47.01921921,0,5.03
7.504911609,4,4,5,5,10,65.66180147,1,8.33
8.243479767,3,2,6,4,2,57.13692845,1,6.82
7.992876796,4,6,4,7,12,71.42850534,1,9.04
7.03478618,3,3,0,2,2,44.84803859,0,6.14
6.691831773,1,3,3,5,2,45.17639084,0,4.79
7.03255801,3,0,1,7,5,45.74897195,0,4.86
8.762375945,4,4,3,8,7,67.05358239,1,9.62
7.312191563,0,3,2,8,9,52.68352609,1,4.47
9.069978997,5,2,4,2,7,66.10214004,1,9.17
7.732283279,2,1,4,10,5,54.96134012,1,4.96
6.776776983,3,3,0,5,9,53.79590693,0,6.12
7.733043435,2,0,3,8,7,51.35054957,1,4.73
6.496586542,2,3,2,2,4,40.87191638,0,4.9
5.991886386,5,2,1,4,4,49.50518891,0,6.42
8.202588892,4,1,3,5,7,60.01902011,1,7.67
7.519859279,3,4,4,3,6,58.04944067,1,6.93
7.077533271,5,1,5,9,7,61.20246752,1,7.14
6.736452545,5,7,3,7,6,66.41943662,1,9.33
6.386479248,5,1,2,7,8,58.67373502,1,6.69
6.656726381,5,4,2,5,8,63.05744415,0,8.78
6.054368061,3,3,1,5,0,39.41138404,0,5.4
6.544780722,4,0,1,7,4,48.46857151,0,5.64
6.828404772,5,1,3,4,11,58.00391239,1,6.57
7.249200047,5,1,2,3,10,57.1910081,0,7.18
6.731364652,5,3,4,4,7,58.7466697,1,7.45
6.86003432,4,3,4,5,7,57.93816209,1,7.33
7.770837765,3,1,2,5,5,51.70436341,1,5.63
6.897633951,4,0,3,8,6,55.89479794,1,5.97
7.184094204,4,2,5,5,6,59.72745301,1,7.13
9.168627086,2,5,4,9,1,58.34642291,1,7.08
7.175787935,2,1,4,5,7,50.23683691,1,5
5,4,3,3,4,9,49.95038989,0,5.77
7.050213532,5,5,3,3,10,65.70511968,1,8.81
5.495993431,5,0,0,5,5,46.36034045,0,4.97
6.86200572,2,4,3,6,4,51.01287406,1,5.53
7.594713383,1,5,5,2,6,53.36500871,1,6.04
7.135633756,2,3,0,5,5,44.94238174,0,5.68
6.587772661,4,2,0,3,10,52.24060131,0,6.31
7.844560025,0,4,3,7,5,51.08711717,1,4.79
9.233654993,5,3,2,3,7,68.57048245,1,9.78
7.453543412,3,4,4,12,7,61.27451061,1,6.59
6.326423747,5,4,3,4,4,57.02608951,0,8.09
7.497921962,2,1,1,3,5,47.71131485,0,5.02
5.110413543,3,1,4,5,5,45.64537924,0,4.17
7.812620906,3,2,2,2,5,49.76514419,0,5.95
7.531352968,5,2,5,3,5,57.19945815,1,8.09
5.418086841,5,6,2,5,10,59.02500314,1,7.55
5.534874099,4,3,1,2,5,43.56337486,0,6.15
7.643520315,2,1,1,6,7,49.47007674,0,5.31
8.100288563,4,4,5,6,8,68.78643199,1,8.95
6.859679632,0,1,2,3,3,37.4071389,0,3.38
6.182290448,4,3,2,3,5,51.5156464,1,6.45
7.54698551,4,3,7,3,7,64.02637186,1,8.08
7.194902242,4,4,1,6,4,53.60538738,0,8.27
7.549642253,5,1,3,8,7,61.23367079,1,7.25
8.741836628,4,1,8,6,9,71.58732181,1,7.59
5.795765259,2,1,1,1,3,38.01117257,0,3.83
8.257460641,0,1,8,4,8,53.00924851,1,4.41
8.207430055,5,2,3,6,8,65.99510212,1,8.31
6.887024609,5,1,1,7,6,54.58419554,1,6.66
7.450872806,5,3,1,5,7,62.10099604,1,8.23
7.839653784,5,2,3,4,10,65.23324734,1,8.15
7.70271479,0,0,0,5,2,34.48774002,0,3.51
7.816713784,1,3,5,2,4,46.9342017,0,5.19
9.529922598,5,2,6,9,5,72.60078958,0,9.54
7.040619372,5,2,5,12,11,70.71834262,1,7.54
7.351525264,3,2,2,5,4,52.83297761,1,5.75
6.854790503,5,4,4,4,6,60.87604668,1,8.69
8.78222506,1,3,3,9,3,54.41412393,1,5.74
6.130451514,5,3,5,5,2,51.48765446,1,7.1
8.288472083,4,2,6,3,6,59.65947453,1,8.02
8.44392493,2,1,2,3,8,50.88397878,1,5.69
6.849314738,3,0,4,3,2,42.89017312,0,4.55
7.998184781,1,2,4,4,5,50.40052096,0,4.92
6.705504254,2,1,3,6,9,47.92539341,0,4.59
7.036253723,2,3,5,5,3,48.00982357,0,5.26
8.587878913,5,4,3,3,6,66.57555863,1,10.16
6.400923127,1,2,2,6,8,42.65635578,0,4.06
6.133817892,5,3,5,7,5,61.59961951,1,7.58
7.424832507,1,2,4,4,4,43.71034776,0,4.83
7.79174815,5,3,3,8,10,68.50331161,1,8.58
7.76770947,5,3,3,3,4,58.54622157,0,8.59
9.014987874,4,3,3,8,9,72.34647727,1,9.1
8.667329276,4,3,5,5,11,70.63268091,1,8.58
7.641430383,1,3,1,2,3,44.40707437,0,5.26
7.712855005,2,2,2,4,8,51.09299673,1,5.6
5,5,3,4,3,6,53.083139,1,6.54
10,2,3,3,9,4,61.8205404,1,7.5
7.923227448,5,3,2,5,9,66.34003512,1,9.15
6.758284052,1,1,5,4,2,39.76405552,0,4.05
6.872331312,5,3,2,4,7,60.66194069,1,8.09
9.562088487,5,2,3,4,8,67.21087454,1,9.33
5,4,4,5,3,11,53.5305606,1,6.52
5.863749395,5,0,1,6,7,48.20650496,0,5.14
8.003203764,3,4,7,3,7,63.50801772,1,7.44
8.269086377,5,4,1,5,9,68.46685332,1,10.19
7.973275829,3,1,6,6,4,56.35932818,1,5.76
8.004839557,3,1,2,6,5,55.89425262,1,6.03
6.806495068,1,2,3,2,3,38.3412362,0,4.16
9.115972118,3,4,4,5,4,64.48141763,1,7.84
5.986545778,3,2,6,5,3,46.15609584,0,4.85
6.215770125,3,0,0,8,6,42.79734382,0,4.41
9.562848735,4,2,5,6,6,71.15380514,1,9.23
6.196005611,3,1,6,4,4,48.68257385,0,4.97
7.500118826,5,3,0,2,3,55.31232762,1,8.67
6.113893091,4,1,4,6,8,52.45761397,1,5.69
6.996116397,3,4,3,6,6,56.87264749,1,6.69
8.331322838,3,1,5,4,2,51.11377838,1,5.94
8.82699968,4,6,3,6,8,74.02155919,0,9.62
10,3,2,4,7,6,67.55620839,1,8
8.921107974,3,2,3,8,2,55.61319122,0,6.72
6.858291995,3,2,4,4,8,53.46497761,1,5.61
7.853965747,3,4,5,5,5,58.54015491,1,6.97
6.500133761,3,2,3,9,4,48.74193397,0,5.38
6.796949008,2,1,3,3,6,46.21655242,0,4.43
7.259916753,4,3,3,8,3,54.06782498,1,7.69
7.799238709,5,2,0,4,7,58.93525329,1,8.19
6.956270893,4,1,1,1,4,48.68822428,0,6.36
6.9079311,5,3,1,9,6,60.52617656,0,8.22
6.092419378,1,1,2,3,5,37.21383874,0,3.51
5.418403294,5,3,2,3,7,52.29172336,1,6.65
7.037555999,1,6,7,6,6,58.49757145,1,5.76
8.557040797,4,6,6,8,3,67.05033991,1,10.08
6.447054312,5,0,2,2,9,51.73105273,1,5.72
5,5,2,5,5,7,54.64194376,1,6.14
8.140014671,3,4,7,10,4,64.60305222,1,7.3
6.401752305,4,6,3,10,5,62.21456727,1,7.72
5.448315511,3,0,1,4,12,44.15442907,0,3.85
6.831598686,3,5,4,7,3,53.82373836,1,6.6
7.439444343,5,0,2,4,6,53.77843154,1,6.92
6.504590929,5,0,2,4,5,51.32686908,1,6.13
6.456855616,3,1,3,1,5,43.93523681,0,4.87
7.486959436,5,3,3,6,8,64.17159074,1,8.42
8.02279748,4,1,5,3,7,60.96215352,1,7.14
8.244095998,3,1,5,6,6,56.83678935,1,6.22
7.4935302,4,3,2,3,5,54.80247165,1,7.55
6.427662598,5,4,2,5,3,52.1407316,1,7.86
6.568950212,2,2,5,8,6,49.1451736,0,4.71
7.594756855,4,1,1,3,4,53.47975805,1,6.56
8.285406903,5,2,9,4,6,69.07247407,1,8.74
7.611790536,3,1,2,3,4,49.54046071,0,5.55
7.73286608,4,1,2,4,5,56.006756,1,7.16
8.810906403,3,3,0,7,6,58.14984085,1,7.18
8.055879656,4,1,4,6,5,60.13638895,1,7.34
7.274145045,4,4,3,4,5,56.35677244,1,7.81
7.041057123,0,2,2,6,3,37.39093553,0,3.75
5.12884404,5,3,1,6,9,52.93875551,0,6.42
5.124952969,2,2,2,5,3,39.74953459,0,3.95
7.177300566,2,5,2,4,5,50.99731967,1,6.38
9.665141344,4,2,6,8,8,71.48625107,0,8.78
7.58510784,3,1,0,5,6,47.23028383,0,5.43
6.645513844,1,3,3,5,5,47.74241625,0,4.67
10,4,4,5,6,8,73.54686524,1,10.28
8.304970191,4,0,4,3,5,54.36714387,1,6.83
10,2,5,4,6,5,66.37221032,1,8.21
7.63495565,3,1,6,5,3,52.05632286,1,5.71
8.52624236,3,3,4,8,6,63.85391486,1,7.1
7.015080781,3,2,1,7,5,53.21748979,1,5.7
6.543612802,4,6,4,1,10,58.89697962,1,7.69
5.076712645,3,4,4,3,8,51.85671227,1,5.23
8.15860306,1,1,3,3,2,46.38446444,0,4.52
8.195216112,3,0,3,7,9,55.69104539,1,5.84
9.194432254,4,3,3,5,9,68.93312935,1,8.77
7.535322789,1,2,3,2,4,45.774936,0,4.6
6.110142783,4,3,3,5,4,51.28494592,1,6.87
9.728779441,4,3,3,5,2,61.65171863,1,9.44
8.994779477,3,2,3,9,5,60.83690877,1,7.13
7.098236415,5,1,2,6,9,62.12094721,1,7.21
5.347294664,4,1,2,8,4,48.45182313,0,5
7.27952007,3,2,4,4,6,54.12565711,1,5.83
6.182413719,4,4,6,7,5,56.28812084,1,7.26
7.960378974,4,5,6,5,5,65.67668017,1,9.58
7.954776829,5,1,5,9,6,68.30460287,1,8.17
5.929207062,2,1,9,5,6,50.63646225,1,4.01
6.765166805,4,0,5,3,4,50.14809392,1,5.55
6.64260469,5,0,3,6,4,54.18905261,1,6.34
7.684013721,3,4,2,5,6,56.84093944,1,7.24
8.585018696,5,3,4,6,5,64.69291991,1,8.97
6.291287291,4,2,2,5,6,49.47357637,0,6.03
6.370230537,5,1,3,6,6,54.24907185,1,6.56
5,3,2,1,5,3,38.38494029,0,4.07
9.093138542,5,5,2,1,9,71.22976856,1,10.91
10,4,6,7,7,7,77.07011047,1,11.22
8.847663837,3,0,5,7,2,55.30521733,1,6
7.964720761,0,3,3,5,9,49.14342855,0,4.62
5.719049067,4,3,3,4,0,46.12636149,0,6.03
5.375127651,4,3,3,2,6,48.39238634,0,5.98
5,3,2,4,3,5,45.27328688,0,4.22
7.017140763,3,1,1,7,7,50.8672599,1,5.42
9.216435359,1,3,5,4,3,53.57660085,1,5.67
7.225441791,1,2,6,6,5,51.66807251,0,4.54
7.017634834,0,2,2,3,5,39.0884157,0,3.84
8.61568827,3,3,3,8,5,62.72889471,1,7.17
5,1,1,2,5,8,38.59328517,0,2.99
8.570744412,2,1,4,9,4,56.43440721,1,5.59
6.974715213,4,4,2,2,7,54.31969572,1,7.71
7.718387859,4,2,3,6,7,56.91428048,1,7.1
6.972360059,0,3,2,4,5,39.81830836,1,4.04
6.785492157,5,1,3,7,5,56.46919102,1,6.52
5.57203779,1,0,0,0,7,31.63266907,0,3.06
7.052793273,2,1,2,3,3,43.29112044,0,4.65
7.47292795,5,3,2,7,4,60.18362269,1,8.71
9.128153241,0,3,2,5,8,54.31584307,1,5.28
7.163397536,5,2,3,4,4,54.39904369,1,7.91
5.816560611,2,1,3,5,2,36.89519972,0,3.89
9.413013547,4,2,5,6,8,70.2881442,0,9.29
7.624245785,2,4,6,2,8,59.30567006,1,6.25
8.399989798,4,4,3,4,3,58.50764852,1,8.83
7.787728584,5,4,8,8,2,64.619543,0,8.87
7.812990721,2,2,2,2,2,48.19081601,1,5.66
8.076894993,1,3,4,4,1,46.63521956,0,5.54
7.349670995,1,0,2,4,5,42.79683717,0,3.8
8.70509,4,3,8,8,7,72.59056989,1,8.88
8.48934216,1,1,3,5,3,47.57198901,0,5.07
7.599240004,2,3,5,6,8,56.29527915,1,6.12
7.512763522,1,0,3,3,8,44.70373417,0,4.08
5.896796529,4,2,5,7,6,52.76719159,1,6.31
7.491272886,5,1,2,10,4,56.1673026,1,7.01
6.14823225,1,2,7,7,10,53.20350862,1,4.01
7.556104423,0,2,2,4,9,45.17126277,0,4.24
9.177601837,4,3,2,6,7,65.31787034,1,8.94
7.223510508,3,0,1,5,2,44.1290294,0,5.03
6.049943603,3,1,3,4,2,39.8851156,0,4.44
5.616967561,3,3,4,2,7,48.66015231,1,4.98
7.210945687,5,2,1,4,3,54.24262629,1,7.83
7.885197076,5,3,3,9,3,64.22948985,1,8.48
8.7026834,4,3,4,4,12,68.06188444,1,8.76
8.676315543,5,3,4,7,4,65.75823909,1,9.26
10,5,4,5,9,6,78.57884747,1,10.81
9.426743799,4,4,5,12,6,75.48718266,1,9.75
5.00311137,3,2,1,2,2,37.29943558,0,4.42
5.178043059,3,2,4,6,4,41.89229359,0,4.47
7.320766205,0,3,4,6,3,42.57392706,0,4.4
8.207567078,4,4,9,5,8,69.03186546,1,8.7
5,2,3,7,10,7,49.35690191,0,4.36
6.790326324,4,2,4,4,5,55.95166274,1,6.58
9.366238241,4,4,5,1,3,65.45697894,1,9.24
8.3630024,0,2,3,5,7,50.32094696,1,4.42
9.683726145,1,3,3,5,4,57.76005145,1,6.22
7.473037228,3,1,0,5,4,48.84982172,0,5.69
8.535451409,5,3,4,8,15,75.38861271,1,9.85
7.456103952,1,2,2,5,5,48.46579905,0,4.69
5.414634461,5,4,4,7,8,57.69565828,1,7.15
7.645222062,3,1,1,3,7,52.74879481,1,5.71
9.756641662,2,3,2,11,5,64.09759508,1,7.14
6.062636172,1,0,1,2,3,29.93973139,0,3.32
7.031153263,3,1,1,4,4,48.83925585,0,5.34
9.580721768,5,3,2,7,6,72.44071135,1,10.82
8.305869069,5,3,8,5,7,71.79932992,0,9.02
7.182773,3,0,2,7,5,47.3596129,0,4.94
6.570955418,5,3,2,6,5,58.85207667,1,7.66
9.013019424,5,3,2,2,6,63.37622218,1,9.48
8.239996772,3,4,4,5,6,59.93889152,1,7.08
6.884478478,4,4,5,2,2,53.02098403,1,7.34
8.086335716,5,1,2,6,10,63.61453663,1,7.76
9.017588288,2,2,1,14,5,61.00520468,1,6.04
8.015803381,4,3,2,5,6,59.67068046,1,7.97
7.874212358,4,3,5,2,6,60.21446711,1,7.84
6.585429831,4,2,3,4,7,52.87905187,1,6.21
6.142313268,2,2,2,4,8,47.04025007,0,4.8
8.564858837,5,5,5,6,2,64.84920254,1,10.43
8.404432679,3,3,3,3,3,56.78154361,1,7.13
7.655392383,3,2,4,7,2,55.62834961,1,6.27
7.911022765,0,2,4,6,7,46.67424408,0,4.17
7.856098177,1,1,2,2,7,47.29807492,0,4.72
6.805257891,2,0,3,4,6,42.89878609,1,4.09
6.424358943,1,0,3,1,6,38.03421454,0,3.58
7.236364771,5,2,2,4,3,54.68074419,1,7.63
7.116028165,2,1,2,7,4,44.03054732,0,4.92
7.393304891,5,5,4,3,9,66.31506447,1,9.22
6.673531012,3,2,7,1,2,46.42305048,1,5.62
7.860898821,2,0,6,4,4,51.65316543,1,5
8.421108092,3,3,6,5,8,64.98749739,1,7.42
8.6290812,4,1,3,7,8,63.93256424,1,7.83
8.426315069,3,2,7,5,8,64.78989596,1,6.85
7.282317227,4,4,6,5,6,61.97328298,1,8.16
7.008491637,3,1,2,5,7,48.68470179,0,5.13
8.643811505,5,4,3,6,11,71.00497268,1,10.45
8.446890242,3,3,4,3,5,56.2480056,1,7.35
8.292505123,5,4,6,6,8,74.14359984,1,9.48
7.323167838,4,1,1,7,5,54.8045675,1,6.44
7.172391902,0,2,3,5,3,40.97099548,0,4.02
8.202025599,3,0,4,9,2,54.27807701,1,5.41
7.192609868,5,3,2,5,7,60.56477499,1,8.23
9.030448089,1,3,2,3,9,55.29407465,1,5.7
8.234723772,3,1,5,4,5,53.72702115,1,5.84
5.628677065,5,4,2,12,5,58.06249522,1,7.11
7.518309522,2,2,1,7,5,50.37905996,1,5.55
7.062303274,1,1,0,9,2,42.34855686,0,4.3
6.796467988,4,1,4,9,6,56.25291538,1,6.01
7.726861951,3,1,7,6,4,59.15695484,0,5.67
7.567812778,1,4,7,3,4,54.53824412,1,5.52
7.350094086,3,2,2,2,6,49.57177713,0,6.08
7.717249801,3,2,3,2,3,50.13472015,1,6.15
7.377064829,4,4,6,7,6,64.56383586,1,7.9
7.324223195,3,1,2,4,7,52.85343487,1,5.38
8.707693248,3,1,3,9,3,57.86604333,1,6.42
6.55611349,3,4,3,6,4,52.8477219,1,6.41
7.8988468,1,2,3,3,5,48.94304236,0,5.06
6.762468346,5,4,5,1,7,60.73095681,1,8.58
7.497784694,2,0,1,6,4,44.09844089,0,4.36
7.192014556,4,5,3,3,6,57.37355507,1,8.89
6.892916472,5,0,5,5,6,54.53183713,1,6.18
7.800671408,3,2,2,6,8,56.81772785,1,6.17
7.048868437,5,3,2,4,3,55.59130664,1,8.01
6.491402176,3,2,3,3,4,46.85172138,0,5.09
6.905975924,0,2,0,4,3,34.74737936,0,3.93
6.924955951,1,2,2,10,4,45.7028116,0,4.28
8.76270712,0,1,8,6,10,55.86492108,1,4.54
7.935563151,4,4,4,4,6,60.55461242,0,8.53
8.43249871,5,1,7,5,7,67.25938649,1,8.07
6.496899378,4,2,1,6,6,49.35462804,0,6.37
7.173046822,3,2,3,7,2,47.63512491,0,5.99
6.484464771,3,0,6,8,12,57.23507975,1,4.78
5.456611071,5,1,1,5,6,51.41456322,0,5.69
5,3,1,3,5,4,40.12886628,0,3.8
7.473919808,3,5,3,9,2,58.65800512,1,6.93
6.900658569,4,2,1,5,6,53.11058721,1,6.74
8.302902252,4,2,2,9,8,65.57201803,1,8.14
6.679577142,5,1,2,3,5,49.50270004,0,6.39
6.948122589,1,1,4,3,9,44.64386662,0,4.25
8.546780899,5,3,4,8,7,72.25015801,1,9.93
8.972786926,0,2,6,9,11,63.1890007,1,5.1
5.655544699,4,1,2,3,7,49.42097717,0,5.28
6.348001131,1,0,6,3,6,42.06957804,0,3.33
9.412940954,2,2,10,9,5,68.01750281,1,6.67
9.523638551,4,3,6,4,10,72.3218044,1,9.73
8.352358294,4,3,2,7,4,62.70502016,1,8.67
7.466198076,3,1,3,3,5,52.77213644,1,5.51
10,2,2,2,3,9,61.01316615,1,6.6
7.709385839,5,0,1,4,3,55.1918341,1,6.82
9.271648055,5,5,7,9,10,81.9008925,1,11
5,5,2,4,6,6,53.19506459,0,6.06
8.747175875,1,1,5,4,6,56.14787037,1,5.01
8.404363403,1,5,2,3,5,55.43937603,1,6.37
8.525878844,5,3,3,4,6,64.34366728,1,9.46
6.786022285,0,4,3,4,2,43.65436824,0,4.5
5.531088562,5,3,5,5,2,51.53360784,1,6.81
8.017044851,0,2,4,5,1,45.19247994,0,4.18
7.054451638,5,5,6,5,10,67.68314325,1,9.7
6.193157069,5,2,3,4,4,49.69219745,0,6.91
7.539328365,3,0,2,1,7,51.66513944,1,5.4
7.525467181,1,2,5,4,4,46.7599731,0,4.89
9.791156461,1,1,2,5,4,53.36222961,1,5.69
6.254754214,2,1,5,6,2,44.9253187,0,4.18
7.082582435,4,5,3,6,2,54.76857141,1,7.96
9.498820691,5,4,1,7,6,67.83189558,1,11.01
6.389727075,5,2,1,5,3,51.18842894,0,6.92
8.020861964,1,2,2,9,4,51.13791939,1,4.92
10,5,3,2,5,10,77.79365001,1,10.46
7.65128424,5,5,3,3,3,60.09350179,1,9.96
7.014389858,4,3,4,5,4,54.35793775,1,7.61
5.127464185,3,1,4,7,5,44.51473416,0,4.16
6.640382473,3,4,6,3,6,55.28047036,1,6.6
8.980070319,2,5,4,9,3,62.74068144,1,7.31
7.305942821,3,1,4,8,4,54.13415275,1,5.66
7.576084213,5,1,7,3,7,62.07960829,1,7.48
8.287670029,4,1,6,5,4,60.88752337,1,7.33
6.9534741,5,3,5,3,3,60.07833706,0,7.69
7.606008422,3,2,5,6,7,57.1580717,1,6.42
7.629246542,1,2,0,5,6,46.69908461,1,4.67
9.551890418,2,0,6,8,3,60.99167609,1,5.92
8.300935229,0,2,6,2,12,52.41474795,1,4.53
5,5,4,4,4,7,55.12605045,1,6.66
6.638805269,5,3,1,6,8,59.42891609,1,8.12
5.013437861,5,2,2,4,7,49.26962567,0,5.59
7.254081031,2,3,1,7,3,50.1638242,1,5.43
7.597470604,5,1,4,8,7,62.15132958,1,7.27
7.322374192,3,4,1,7,6,56.17864068,1,6.43
7.884154998,3,2,3,5,8,58.87115314,1,6.18
8.403611905,1,0,4,2,7,49.7550818,0,4.57
6.11470534,3,1,3,6,6,45.56178992,0,4.75
8.368626256,0,5,5,3,3,49.26648819,0,5.53
9.318381713,4,6,6,7,8,74.37103879,0,10.41
6.849872117,5,3,2,4,8,58.07009101,1,7.82
8.685960653,5,3,4,4,3,61.41856621,1,9.79
6.400893492,2,4,3,6,3,47.87500902,0,5.23
7.573425318,1,6,4,8,6,58.70740077,1,5.65
